id,cand_1,cand_2,cand_3,cand_4,cand_5,cand_6,cand_7,cand_8,cand_9,cand_10,cand_11,cand_12,cand_13,cand_14,cand_15,cand_16,total_suf,blanco,nulo,juntaId
6442,40,6,0,2,1,87,10,1,42,0,0,59,2,3,0,3,287,6,25,3598
6444,24,6,1,2,0,101,18,0,22,0,0,62,1,3,0,2,270,5,22,3599
6446,31,3,1,3,1,92,8,0,38,0,0,55,0,1,1,6,268,5,23,3600
6448,37,7,3,5,1,78,20,2,46,0,0,43,0,5,0,5,279,10,17,3601
6450,31,6,1,4,0,86,19,0,36,2,1,57,1,2,0,5,281,6,24,3602
6452,40,7,3,3,1,106,10,0,26,0,1,40,1,4,0,2,267,5,18,3603
6453,39,11,3,3,1,69,13,2,41,0,1,44,0,6,0,4,267,7,23,3604
6455,32,6,1,2,0,105,29,2,44,0,0,52,0,6,1,3,309,4,21,3605
6457,43,3,1,2,0,80,11,0,43,0,1,54,1,5,0,4,274,1,25,3606
6459,38,4,2,3,0,117,13,0,29,0,0,39,0,3,0,7,289,2,32,3607
6461,40,4,3,4,1,93,10,1,42,0,0,43,2,3,0,1,272,6,19,3608
6463,37,9,0,3,0,99,16,1,30,0,0,53,0,2,2,4,278,6,16,3609
6465,41,7,0,2,0,107,15,1,35,0,0,43,1,0,0,5,271,5,9,3610
6466,39,3,0,0,0,94,17,0,40,1,0,48,0,6,0,5,281,8,20,3611
6467,73,1,7,2,0,43,1,1,19,0,0,66,6,2,1,5,262,7,29,12856
6468,33,3,1,2,0,74,22,0,46,0,1,29,0,2,0,4,253,14,22,3612
6469,78,3,1,10,1,29,2,1,13,0,1,79,1,2,2,3,258,3,28,12857
6470,35,7,1,1,0,101,17,1,40,0,0,43,1,2,1,4,295,14,27,3613
6471,89,1,9,3,2,40,3,1,19,1,0,70,3,6,0,4,285,4,30,12858
6472,28,6,0,2,1,85,17,0,47,0,2,49,2,6,0,5,276,11,14,3614
6473,72,2,5,9,1,29,0,1,21,1,0,76,0,2,1,5,247,0,22,12859
6474,35,6,3,1,0,92,16,1,43,0,0,49,3,4,0,10,292,8,19,3615
6475,69,2,7,2,0,28,1,0,11,1,0,92,2,3,1,1,236,4,13,12860
6476,49,11,2,1,1,77,12,2,45,0,1,42,1,1,0,5,282,5,27,3616
6477,90,2,6,9,1,28,1,2,15,0,0,77,2,0,0,4,264,5,22,12861
6478,36,7,1,2,1,104,10,0,32,1,0,47,1,4,0,8,295,15,25,3617
6479,30,4,2,2,1,93,18,3,33,0,1,60,0,2,0,5,278,2,21,3618
6480,79,2,11,2,0,39,3,6,12,0,2,68,0,2,0,2,248,6,14,12862
6481,26,2,3,4,0,101,14,3,31,0,0,55,0,5,1,6,272,3,18,3619
6482,85,1,8,7,0,26,6,1,20,1,0,75,1,3,1,7,256,7,8,12863
6483,38,8,3,2,0,90,8,2,35,0,1,60,0,2,0,7,273,4,13,3620
6484,68,1,4,6,0,38,2,0,11,0,0,80,5,6,1,5,252,5,20,12864
6485,26,1,1,1,0,110,18,1,34,0,0,43,0,2,0,6,263,6,14,3621
6486,113,3,6,10,1,41,1,1,27,2,0,62,2,2,1,5,301,6,18,12865
6487,38,10,3,2,0,77,16,2,38,0,0,70,0,1,0,1,269,5,6,3622
6488,98,3,8,3,0,27,6,1,19,1,3,75,3,1,1,6,275,0,20,12866
6489,25,1,2,1,0,121,21,1,28,0,0,66,2,3,0,7,295,1,16,3623
6490,30,4,1,4,0,115,11,0,46,0,0,53,0,2,0,1,298,6,25,3624
6491,81,4,3,7,0,32,2,1,10,0,2,99,0,2,0,6,262,4,9,12867
6492,34,6,2,1,0,97,21,2,29,1,0,49,2,3,1,6,286,5,27,3625
6493,75,2,6,5,1,53,3,1,14,1,0,62,2,1,0,4,268,9,29,12868
6494,38,5,1,6,0,83,9,4,38,0,0,62,0,0,0,3,265,2,12,3626
6495,92,5,4,3,0,29,1,1,18,1,0,85,0,2,0,0,264,1,22,12869
6496,27,2,0,2,0,102,20,4,31,0,0,45,0,4,1,5,275,5,27,3627
6497,82,1,5,3,0,39,6,0,15,0,1,71,3,1,0,6,261,4,24,12870
6498,44,3,0,3,0,80,10,0,37,0,0,56,4,6,0,3,288,9,33,3628
6500,35,4,0,2,0,107,23,2,36,0,1,38,1,3,0,2,283,6,23,3629
6502,35,4,4,3,0,84,21,3,30,0,1,47,0,1,1,6,277,11,27,3630
6503,30,4,0,3,0,105,20,0,34,0,0,60,0,7,0,3,295,6,23,3631
6505,36,4,0,1,1,94,20,0,43,0,2,61,0,2,0,3,286,2,17,3632
6506,17,3,0,1,1,60,13,0,18,0,0,30,1,2,1,3,177,6,21,3633
6508,36,4,0,1,0,87,15,3,28,1,0,54,1,2,0,6,262,8,16,3634
6510,30,4,0,2,0,114,13,0,23,0,0,35,1,1,0,9,278,15,32,3635
6511,34,4,3,2,0,104,8,1,40,1,0,39,4,4,1,6,280,9,20,3636
6512,15,4,3,1,1,43,6,0,15,0,0,15,1,1,0,6,141,9,20,3637
6513,21,6,1,6,0,54,13,0,41,0,1,28,2,6,0,8,221,14,20,3638
6515,141,4,1,2,0,26,0,0,66,0,0,13,4,0,1,7,319,20,34,3639
6517,141,2,2,4,0,26,0,1,68,0,0,23,0,1,0,8,313,17,20,3640
6518,154,5,1,0,0,30,3,0,55,0,0,13,1,1,1,7,320,13,36,3641
6520,148,5,0,1,0,26,4,0,66,0,0,20,0,0,0,6,312,10,25,3642
6522,149,1,3,0,1,26,6,0,66,1,0,19,0,1,1,10,319,15,20,3643
6524,137,3,1,2,0,19,0,0,64,0,0,15,3,1,0,9,298,18,26,3644
6526,159,1,0,1,0,32,1,1,55,0,1,16,2,0,2,9,328,16,32,3645
6528,140,3,1,2,0,27,4,0,75,0,0,19,1,0,0,7,320,14,27,3646
6530,75,2,2,1,0,17,1,1,45,0,0,9,2,0,0,6,181,8,12,3647
6531,83,3,1,1,1,20,0,0,36,0,0,7,0,0,3,2,177,10,11,3648
6533,92,4,0,0,0,5,0,2,25,0,0,12,2,0,0,5,172,10,15,3649
6535,110,3,0,5,1,5,4,0,28,0,1,17,1,1,0,1,206,7,22,3650
6537,90,2,1,1,1,11,3,0,26,1,1,17,3,0,1,8,203,18,19,3651
6539,105,5,2,5,2,13,1,2,36,0,0,20,1,0,0,8,239,8,31,3652
6541,129,7,2,2,0,46,2,0,64,0,0,16,1,3,1,9,321,15,24,3653
6543,123,4,0,3,1,33,2,1,63,1,0,19,2,1,0,8,306,15,30,3654
6545,129,6,4,1,0,35,2,0,54,1,0,20,5,2,0,4,323,26,34,3655
6547,135,4,1,1,1,28,3,0,56,0,1,18,2,2,3,11,303,17,20,3656
6548,117,1,5,3,0,22,2,0,44,0,0,12,3,2,3,7,257,12,24,3657
6550,117,2,1,2,0,34,1,1,55,2,0,20,2,1,2,5,276,7,24,3658
6552,45,3,0,2,0,10,0,0,20,0,0,3,0,0,0,2,100,5,10,3659
6554,42,3,2,2,2,6,0,0,17,0,0,5,1,0,0,2,99,3,14,3660
6556,86,3,1,4,0,20,3,1,153,0,0,16,2,2,1,1,320,5,22,3661
6557,74,10,0,2,1,13,1,1,133,0,1,17,4,1,1,3,288,13,15,3662
6559,95,15,2,0,0,18,9,1,101,0,1,20,0,1,1,7,312,12,29,3663
6561,84,10,3,2,0,14,2,0,127,1,1,23,0,2,0,3,292,8,12,3664
6563,81,8,3,2,1,17,4,4,138,0,0,17,2,2,1,3,312,6,23,3665
6565,74,7,1,1,2,19,3,0,131,0,0,23,1,3,0,2,297,7,23,3666
6566,15,6,0,1,0,3,0,0,22,1,0,5,0,0,1,2,66,2,8,3667
6568,33,8,1,0,0,6,1,0,40,0,0,4,0,0,0,1,109,3,12,3668
6570,4,2,0,1,0,0,0,0,54,0,0,1,1,0,0,0,70,2,5,3669
6572,3,0,0,0,0,5,2,1,40,0,0,6,0,0,0,0,64,2,5,3670
6574,12,1,0,1,0,1,0,0,21,0,1,5,0,0,0,1,56,3,10,3671
6576,12,1,0,1,0,1,0,0,18,0,0,6,0,1,0,0,48,4,4,3672
6578,99,6,4,0,2,34,4,1,74,0,0,28,2,0,0,5,300,10,31,3673
6580,125,4,2,4,0,29,3,1,64,0,0,22,1,2,1,4,299,13,24,3674
6582,101,9,1,3,0,28,3,1,70,2,0,33,3,2,3,5,306,18,24,3675
6583,108,2,2,2,0,28,4,0,66,0,0,43,1,2,0,1,281,8,16,3676
6585,136,5,0,2,2,35,3,1,64,0,0,26,4,1,0,6,318,16,17,3677
6587,115,7,1,4,0,25,5,2,71,1,0,27,3,1,0,7,303,11,23,3678
6589,110,4,0,1,1,40,4,1,61,0,0,35,0,1,2,9,308,11,28,3679
6591,116,2,1,3,1,31,2,0,58,0,0,31,1,1,1,6,292,10,28,3680
6593,128,3,5,0,0,42,5,0,60,1,0,25,4,2,0,4,319,11,29,3681
6595,107,9,2,9,0,22,2,2,55,0,0,32,0,4,2,6,299,9,38,3682
6596,100,5,7,3,0,48,7,0,76,0,0,25,2,1,2,3,309,9,21,3683
6598,97,10,1,6,0,28,5,3,78,0,0,29,3,0,0,4,302,14,24,3684
6600,121,5,1,2,0,35,1,1,43,0,2,28,2,3,1,5,307,5,52,3685
6602,127,7,1,4,1,29,0,1,61,0,0,27,1,2,1,5,301,11,23,3686
6604,105,4,3,2,0,31,3,1,68,1,0,40,5,0,0,2,314,17,32,3687
6606,96,2,0,6,0,26,4,1,64,3,0,32,3,1,1,7,289,12,31,3688
6608,88,11,2,2,0,32,3,2,107,0,1,27,3,0,1,7,319,5,28,3689
6609,111,5,2,2,1,22,4,0,83,0,0,30,1,1,0,3,299,9,26,3690
6611,111,4,3,1,0,28,2,0,82,1,1,22,3,1,1,7,304,15,22,3691
6613,109,6,0,1,0,33,1,0,101,0,0,15,0,1,0,5,306,3,31,3692
6615,119,1,1,0,0,32,3,0,79,1,0,17,1,3,0,10,315,16,32,3693
6617,118,9,2,5,0,21,4,2,71,0,1,21,3,0,2,2,300,11,28,3694
6619,97,9,3,1,0,47,6,0,76,1,1,40,6,0,1,2,319,8,21,3695
6621,113,8,1,2,1,33,5,0,67,0,0,33,0,1,0,0,300,10,26,3696
6624,97,3,1,2,0,39,5,1,73,1,0,28,2,1,1,5,301,11,31,3697
6499,101,2,4,10,0,24,3,2,12,0,0,62,3,2,0,3,256,3,25,12871
6501,75,1,6,7,0,35,2,0,17,0,0,79,2,1,0,3,267,3,36,12872
6504,97,3,6,5,2,31,5,1,15,0,0,62,2,2,0,6,271,5,29,12873
6507,85,1,8,4,0,42,4,1,13,1,3,70,2,3,0,7,266,8,14,12874
6509,111,1,5,7,0,42,3,2,17,2,2,52,1,1,1,5,285,8,25,12875
6514,105,0,6,3,0,45,2,1,19,0,0,60,0,1,0,5,278,1,30,12876
6516,111,1,3,15,1,23,1,1,13,0,1,51,1,2,0,6,259,4,25,12877
6519,74,1,7,4,0,50,4,0,20,0,0,69,4,3,0,1,282,4,40,12878
6521,100,1,1,8,0,37,3,0,22,1,0,68,2,1,0,7,271,2,18,12879
6523,92,0,4,3,1,42,5,1,17,0,0,59,1,2,0,2,288,4,55,12880
6525,100,1,5,7,0,28,3,0,16,0,0,74,0,0,0,5,265,5,20,12881
6527,93,3,20,1,0,34,4,0,13,2,2,55,5,1,1,7,278,8,30,12882
6529,73,2,5,1,0,25,2,4,22,0,1,89,1,2,1,5,247,3,11,12883
6532,119,1,5,3,1,32,2,1,23,0,0,47,1,5,0,5,288,14,27,12884
6534,74,3,3,6,0,30,2,0,13,2,1,70,1,2,1,5,236,1,22,12885
6536,99,1,10,1,1,51,4,0,23,0,0,56,3,3,0,5,283,4,24,12886
6538,101,3,3,6,1,34,3,1,16,2,0,69,1,1,0,8,271,8,14,12887
6540,115,2,12,2,0,39,2,2,19,0,1,52,0,4,0,4,294,7,33,12888
6542,100,3,3,13,0,41,4,0,18,0,0,63,0,2,0,4,297,2,44,12889
6544,83,2,12,3,1,41,3,0,22,0,1,57,2,2,0,2,261,7,23,12890
6546,79,0,2,4,0,38,3,1,11,0,0,88,1,2,0,2,248,4,13,12891
6549,96,2,7,3,1,29,8,0,14,0,1,46,0,4,1,6,263,8,39,12892
6551,87,1,2,7,1,33,1,3,12,0,0,79,0,1,0,3,264,11,23,12893
6553,67,4,13,9,2,32,4,0,19,0,0,68,2,5,0,7,255,5,20,12894
6555,81,3,0,7,1,24,1,2,15,0,2,81,2,1,0,4,245,2,19,12895
6558,83,2,7,5,0,43,2,0,14,1,0,58,0,3,2,4,263,8,29,12896
6560,79,2,4,10,0,23,3,1,16,0,1,66,5,3,0,6,243,6,19,12897
6562,69,1,5,8,0,34,6,0,15,0,1,93,2,5,1,0,269,2,27,12898
6564,57,0,7,6,1,28,1,2,13,0,0,88,4,1,1,4,236,1,20,12899
6567,53,2,6,1,2,29,4,1,21,0,0,89,2,2,0,0,251,0,39,12900
6569,81,0,6,11,0,26,1,0,21,0,1,80,2,2,0,5,257,0,21,12901
6571,50,2,5,2,0,19,2,0,16,0,1,95,0,1,0,7,228,2,26,12902
6573,91,4,4,9,0,29,1,3,19,0,0,68,2,4,0,3,246,4,6,12903
6575,82,3,4,4,2,26,0,0,11,0,0,60,4,1,0,3,233,2,31,12904
6577,85,0,7,3,0,36,2,1,14,0,1,75,0,2,0,1,264,8,29,12905
6579,80,8,13,7,0,25,1,0,14,0,1,87,1,4,0,3,271,5,22,12906
6581,83,1,4,8,1,37,4,2,12,0,0,56,0,0,0,4,238,5,21,12907
6584,84,2,9,3,0,31,0,0,18,1,2,76,1,2,0,5,261,6,21,12908
6586,71,1,6,5,2,46,6,3,15,0,1,70,3,2,0,6,258,3,19,12909
6588,102,3,6,7,1,26,3,0,19,0,1,54,1,2,1,3,259,3,27,12910
6590,80,1,3,9,0,30,2,0,14,1,0,84,0,0,0,1,244,3,16,12911
6592,112,3,9,6,0,36,3,0,13,1,3,62,2,5,0,6,287,6,20,12912
6594,91,3,10,14,1,32,2,1,28,0,0,68,0,3,0,3,277,2,19,12913
6597,90,1,7,9,1,41,3,0,22,0,0,72,1,6,0,7,284,1,23,12914
6599,98,3,5,11,1,30,2,3,19,0,3,59,1,0,0,5,275,7,29,12915
6601,82,2,9,5,0,34,3,2,16,1,0,76,0,4,0,5,263,4,20,12916
6603,77,1,1,13,0,33,2,1,25,0,2,81,2,1,0,5,280,6,30,12917
6605,68,5,5,6,0,37,1,3,20,0,1,75,1,3,0,1,254,2,26,12918
6607,102,2,2,9,0,46,1,1,21,1,0,60,2,2,0,4,275,2,20,12919
6610,81,4,9,6,0,48,5,1,17,0,1,62,2,1,1,7,268,2,21,12920
6612,92,3,3,10,0,32,7,3,26,1,0,70,1,1,1,3,281,1,27,12921
6614,100,1,11,12,0,37,1,0,13,0,0,79,1,3,0,2,291,2,29,12922
6616,94,3,6,7,2,44,3,0,14,0,0,50,0,5,0,4,267,3,32,12923
6618,51,0,5,1,0,23,2,0,9,2,0,40,1,2,0,2,278,3,137,12924
6620,11,1,1,0,0,31,1,0,25,1,0,24,0,0,0,0,101,0,6,20001
6622,105,2,7,7,0,34,6,1,25,1,2,50,0,2,0,9,281,6,24,12925
6623,36,4,4,2,0,99,6,2,98,0,2,19,0,1,3,0,309,17,16,20002
6625,91,2,3,5,0,41,5,2,11,0,0,66,1,3,1,5,262,1,25,12926
6626,39,5,6,1,0,71,9,1,116,1,0,30,0,3,1,0,298,2,13,20003
6628,35,7,6,2,0,101,4,1,89,0,0,28,0,3,0,3,318,7,32,20004
6629,133,1,1,8,0,29,2,2,28,0,1,41,1,1,1,8,279,4,18,12927
6632,34,5,4,4,0,80,0,2,111,0,2,31,2,2,0,1,297,9,10,20005
6633,106,1,14,3,0,54,3,1,17,1,1,52,0,2,0,3,281,5,17,12928
6636,31,9,2,0,0,98,8,3,101,0,0,18,3,4,1,2,306,7,19,20006
6637,99,2,6,5,0,41,1,0,17,2,0,59,2,2,0,6,271,12,17,12929
6641,13,4,2,1,0,33,2,0,52,1,0,14,2,1,0,1,141,2,13,20007
6643,68,0,4,6,0,43,4,0,11,1,1,88,1,0,0,1,256,4,23,12930
6645,28,2,2,1,1,103,5,1,47,0,0,49,1,2,0,4,268,7,15,20008
6649,110,2,3,11,1,29,0,1,21,2,2,55,2,4,0,0,271,2,26,12931
6650,46,3,1,2,1,88,0,1,66,0,0,50,0,2,0,1,278,2,15,20009
6627,111,7,0,1,0,24,1,0,71,1,1,33,1,2,1,4,299,14,27,3698
6630,80,9,1,7,0,22,0,1,73,2,2,56,2,2,0,3,312,10,42,22001
6631,116,1,5,3,1,34,6,1,63,1,1,20,0,0,0,12,316,14,37,3699
6634,72,21,2,9,1,21,1,1,91,0,1,28,1,0,0,3,311,14,45,22002
6635,94,4,3,9,0,31,4,3,71,1,0,38,1,0,1,4,298,8,26,3700
6638,69,10,1,5,0,24,2,0,85,2,5,44,0,2,0,3,312,12,48,22003
6639,102,6,2,1,0,41,5,1,82,0,0,20,4,1,0,5,308,18,20,3701
6640,125,3,6,0,0,27,0,0,15,1,0,43,13,1,0,9,305,18,44,24001
6642,73,9,6,6,1,16,3,2,83,0,2,46,1,1,0,8,304,13,34,22004
6644,122,12,0,2,0,12,3,1,74,0,0,17,1,1,1,6,297,16,29,3702
6646,131,1,3,5,1,27,0,0,8,0,0,44,11,1,1,7,299,24,35,24002
6647,66,19,2,8,3,21,0,1,92,0,0,54,0,1,0,1,307,7,32,22005
6648,108,1,2,4,0,50,5,2,58,0,0,27,2,0,0,1,302,13,28,3703
6651,104,0,7,6,0,34,4,1,12,0,0,30,15,1,0,6,289,14,55,24003
6652,91,8,2,10,1,32,0,2,77,1,0,50,1,1,1,7,314,13,17,22006
6653,105,8,2,4,0,29,1,3,66,0,0,38,3,1,1,5,293,9,18,3704
6657,119,2,1,7,1,20,1,0,12,1,1,47,16,2,0,9,287,12,36,24004
6658,105,5,1,0,0,45,8,0,46,0,1,35,0,1,0,5,296,12,31,3705
6659,64,15,0,9,2,18,0,1,85,3,0,52,2,2,0,4,318,16,45,22007
6663,150,3,10,4,0,34,1,1,12,1,0,35,14,5,0,10,333,14,39,24005
6664,114,6,3,5,0,27,6,2,70,1,1,29,1,0,0,2,295,10,18,3706
6665,103,7,2,11,1,28,1,0,56,2,1,47,0,1,2,6,304,15,21,22008
6670,145,0,7,3,1,26,0,0,11,1,0,35,14,2,0,7,293,9,32,24006
6671,139,2,2,1,2,28,4,0,68,1,0,28,1,1,1,8,321,14,21,3707
6672,72,8,3,11,1,22,4,2,77,0,2,66,1,3,0,7,313,8,26,22009
6676,103,7,0,1,0,33,5,2,69,0,0,32,1,1,0,1,304,17,32,3708
6677,80,6,1,11,1,29,2,1,79,1,1,53,2,3,1,6,316,8,31,22010
6681,104,7,2,2,0,43,4,2,43,0,1,34,4,1,0,7,308,31,23,3709
6682,158,4,1,0,1,12,2,1,2,0,2,28,5,0,9,0,293,28,40,24007
6683,89,6,1,11,1,18,1,0,59,1,2,59,1,1,0,5,294,5,34,22011
6687,103,5,1,9,0,24,5,1,49,2,0,40,1,1,0,7,298,20,30,3710
6689,120,3,2,5,1,20,0,1,6,0,1,60,1,0,2,10,302,37,33,24008
6690,88,10,2,8,2,23,0,2,80,0,1,45,0,3,0,7,319,16,32,22012
6693,91,7,2,3,1,41,4,2,71,0,0,26,4,1,3,7,321,20,38,3711
6696,68,6,0,9,0,21,0,0,82,0,1,53,0,2,1,4,300,15,38,22013
6697,139,6,4,1,0,22,0,1,8,0,0,24,4,1,0,15,293,38,30,24009
6700,117,5,0,2,0,20,5,2,62,0,1,34,4,0,1,7,309,28,21,3712
6702,98,10,2,3,1,18,0,0,77,0,1,30,2,1,0,12,327,28,44,22014
6705,117,4,4,5,2,11,0,0,8,1,1,37,8,0,0,9,291,36,48,24010
6707,140,6,2,2,3,20,2,1,60,0,0,25,2,2,0,9,314,9,31,3713
6708,98,16,1,9,3,13,1,2,71,0,2,32,2,1,1,3,306,14,37,22015
6712,141,3,3,1,1,18,2,0,12,0,0,31,2,1,0,7,286,24,40,24011
6714,105,2,1,2,0,19,11,1,80,0,1,28,2,0,2,8,301,16,23,3714
6715,90,11,2,13,1,26,0,1,92,0,1,22,1,4,0,8,321,17,32,22016
6719,132,3,2,6,1,16,2,1,13,0,4,38,4,1,0,9,291,15,45,24012
6721,120,5,0,1,0,33,3,2,60,0,1,28,3,1,0,8,302,10,27,3715
6722,105,7,1,6,2,22,1,0,60,1,2,44,3,0,0,4,303,14,31,22017
6726,150,1,3,0,0,12,1,0,6,0,0,30,3,2,0,15,300,36,41,24013
6727,141,7,1,3,2,14,3,0,54,0,0,19,0,3,2,3,302,17,33,3716
6729,87,5,5,14,0,16,1,0,99,3,0,39,1,2,0,9,323,10,32,22018
6733,119,3,0,1,1,12,1,0,10,0,2,37,8,2,3,15,281,32,36,24014
6734,126,2,4,1,1,42,2,2,50,2,0,33,2,1,2,7,304,9,18,3717
6736,79,11,3,7,0,16,0,0,92,0,6,40,0,4,0,5,312,17,31,22019
6740,104,11,3,3,0,24,2,2,61,0,1,24,1,1,1,2,283,9,34,3718
6741,127,5,4,0,0,12,1,0,5,0,1,28,2,0,0,18,286,43,40,24015
6743,83,4,1,9,2,27,1,2,75,1,2,46,3,1,0,9,309,11,32,22020
6746,102,8,4,4,2,47,5,1,47,0,0,28,1,1,0,1,309,13,45,3719
6748,110,7,3,3,2,12,1,1,7,1,0,45,1,1,0,8,269,33,34,24016
6749,67,7,5,6,0,15,1,3,99,0,1,45,1,3,1,3,310,12,41,22021
6752,115,2,1,2,0,19,3,0,63,2,0,29,1,0,1,2,284,7,37,3720
6755,28,8,1,2,0,8,1,0,32,0,0,15,1,2,1,0,108,1,8,22022
6756,126,2,4,2,2,11,0,0,15,0,0,33,8,1,0,11,285,46,24,24017
6759,107,4,3,0,2,42,2,0,60,0,0,29,3,0,0,6,307,8,41,3721
6762,77,12,1,15,0,20,2,0,78,1,2,56,1,0,0,3,303,8,27,22023
6764,111,1,1,5,3,12,1,1,7,0,1,58,5,1,0,8,270,23,32,24018
6766,95,6,2,3,0,31,1,1,73,0,1,56,3,1,0,1,296,7,15,3722
6768,27,10,0,1,0,6,0,1,35,0,0,19,0,0,0,4,117,1,13,22024
6771,123,3,3,1,0,22,0,2,5,0,0,37,5,0,0,15,292,27,49,24019
6773,107,7,1,1,1,26,5,1,100,0,0,18,1,1,1,6,324,24,23,3723
6774,109,12,15,14,1,25,2,0,28,0,1,46,1,2,1,12,313,8,36,22025
6654,73,0,9,2,0,41,2,0,9,1,0,79,1,0,0,1,248,2,28,12932
6661,110,2,3,5,0,34,2,1,20,0,2,67,1,7,0,4,275,6,10,12933
6667,70,0,9,5,0,39,3,1,14,2,1,95,0,2,0,3,268,6,18,12934
6674,129,1,4,5,2,20,5,0,18,1,0,49,2,1,0,4,261,7,15,12935
6679,67,4,7,4,1,33,3,1,14,0,1,70,1,1,0,4,236,2,23,12936
6688,107,3,5,4,1,27,0,2,21,1,0,57,1,1,0,2,257,9,16,12937
6694,100,0,8,4,0,38,3,0,32,0,0,60,1,5,0,9,296,4,32,12938
6701,77,1,3,10,3,29,1,0,13,0,1,71,2,2,0,3,235,2,18,12939
6709,85,2,10,6,0,31,4,0,28,1,0,80,3,1,0,4,282,2,25,12940
6717,108,1,3,14,3,41,2,1,22,0,0,73,1,2,0,3,293,3,16,12941
6725,79,1,6,4,1,35,6,1,18,0,0,74,4,1,0,4,272,4,34,12942
6732,57,1,7,8,2,31,1,1,5,0,0,95,1,3,0,0,240,3,25,12943
6739,74,1,5,5,0,40,6,0,31,0,1,83,2,8,0,3,281,1,20,12944
6747,77,2,0,6,0,24,0,0,17,0,0,87,1,1,1,6,247,2,23,12945
6754,80,2,2,8,0,35,1,3,17,0,1,62,2,1,0,2,246,4,26,12946
6761,74,1,7,8,0,30,1,2,7,0,0,103,4,1,1,0,253,5,9,12947
6770,82,0,6,3,0,28,0,0,17,0,0,91,3,1,0,4,260,1,24,12948
6777,83,0,6,9,3,29,5,0,23,0,0,51,0,0,0,8,250,2,31,12949
6784,72,5,3,3,0,35,4,1,25,1,0,72,5,3,1,2,255,4,19,12950
6792,79,1,11,11,1,46,1,1,15,0,0,63,0,3,1,1,259,3,22,12951
6799,65,1,6,1,0,41,4,1,14,0,0,72,0,3,1,2,247,0,36,12952
6806,106,3,3,7,0,32,3,0,15,1,0,66,1,3,0,1,262,3,18,12953
6814,100,1,7,2,0,26,1,0,21,0,1,64,0,2,0,2,262,5,30,12954
6821,120,2,6,4,2,29,4,3,19,0,0,54,1,3,0,4,278,3,24,12955
6829,55,1,7,7,0,28,5,0,11,0,1,99,0,3,0,2,242,2,21,12956
6836,109,3,4,10,0,27,1,2,16,0,2,76,0,2,0,1,277,6,17,12957
6843,47,0,3,6,1,38,3,0,16,0,0,94,3,1,0,1,251,2,36,12958
6850,124,1,7,7,2,29,0,0,13,1,2,54,2,2,2,7,280,9,18,12959
6859,54,2,5,5,1,26,1,1,14,0,1,103,1,2,1,2,241,2,20,12960
6866,104,0,5,12,1,32,1,0,14,1,1,72,2,0,0,7,257,0,5,12961
6874,83,2,6,5,1,30,5,0,24,0,0,61,2,6,1,2,258,3,27,12962
6882,98,4,4,8,0,32,4,0,14,0,1,65,2,2,1,0,269,4,32,12963
6889,69,1,7,2,1,26,3,0,8,0,1,73,0,3,1,5,233,2,30,12964
6896,96,1,8,9,0,25,4,1,20,0,0,64,1,2,0,3,272,8,28,12965
6904,89,3,1,4,0,31,1,1,13,0,0,74,4,5,1,2,258,12,17,12966
6917,100,4,3,8,0,35,2,1,13,0,2,66,3,1,0,3,273,6,25,12967
6924,68,1,13,6,0,27,5,1,15,0,0,87,2,4,0,2,258,3,24,12968
6930,103,0,4,3,0,35,4,3,14,1,0,60,4,2,1,5,284,2,43,12969
6937,67,1,9,2,0,30,3,1,17,0,0,92,1,3,0,3,248,1,18,12970
6942,105,4,6,8,0,38,2,0,14,0,1,71,3,0,0,2,283,7,21,12971
6950,65,1,4,8,0,34,8,0,15,0,1,70,3,1,0,4,263,7,42,12972
6957,102,3,5,8,1,37,2,1,18,0,0,63,2,4,0,7,278,4,20,12973
6964,77,2,6,11,0,40,5,1,19,1,0,80,2,1,0,5,282,5,27,12974
6973,87,1,5,4,0,36,1,2,27,0,0,66,3,3,1,3,262,4,19,12975
6978,87,3,6,3,0,33,0,0,17,1,0,80,1,2,0,4,264,5,22,12976
6987,67,0,8,7,2,26,3,0,13,1,0,92,1,0,0,2,256,6,28,12977
6996,86,1,8,2,0,27,2,0,21,1,1,63,1,2,0,5,268,3,43,12978
7004,96,1,8,6,0,24,0,0,31,0,1,81,1,3,0,2,264,1,9,12979
7012,89,1,10,3,0,38,3,0,17,1,0,71,1,3,0,2,269,10,20,12980
7019,61,2,2,6,0,42,2,0,6,0,0,93,2,0,2,4,255,3,30,12981
7027,81,1,5,8,1,38,5,0,20,0,0,58,4,3,2,8,286,5,47,12982
7035,96,1,2,9,0,25,3,1,17,0,0,51,2,3,0,0,238,7,21,12983
7042,83,1,11,4,0,35,3,0,31,1,0,64,1,3,1,1,261,3,19,12984
7049,120,4,5,10,0,36,0,0,30,0,0,51,2,4,0,7,295,4,22,12985
7057,65,2,5,7,0,33,1,2,11,1,0,83,2,1,0,3,254,2,36,12986
7064,101,1,4,9,1,25,2,0,15,0,2,77,2,4,0,4,274,4,23,12987
7072,74,3,0,4,0,36,2,0,15,0,0,72,3,3,1,2,273,4,54,12988
7080,91,0,3,9,0,41,4,2,5,0,1,79,1,3,1,1,275,6,28,12989
7087,91,2,5,4,1,34,3,0,16,0,0,59,1,2,0,7,265,4,36,12990
7094,93,1,4,8,0,31,2,2,16,1,1,62,0,1,0,2,245,6,15,12991
